date,open,high,low,close,volume,Log_Return
2021-01-04,92.11000061035156,96.05999755859376,90.91999816894533,92.3000030517578,51802600,
2021-01-05,92.0999984741211,93.20999908447266,91.41000366210938,92.7699966430664,34208000,0.0050791009073575775
2021-01-06,91.62000274658205,92.27999877929688,89.45999908447266,90.33000183105467,51911700,-0.02665362404715031
2021-01-07,91.33000183105467,95.51000213623048,91.1999969482422,95.16000366210938,42897200,0.05209007248598334
2021-01-08,95.9800033569336,96.4000015258789,93.2699966430664,94.58000183105467,39816400,-0.00611366734288111
2021-01-11,94.02999877929688,99.2300033569336,93.76000213623048,97.25,48600200,0.02783892592297551
2021-01-12,97.86000061035156,98.97000122070312,94.06999969482422,95.36000061035156,67672300,-0.01962577278101733
2021-01-13,93.01000213623048,93.88999938964844,90.83999633789062,91.77999877929688,60712900,-0.03826481405116833
2021-01-14,91.7699966430664,92.36000061035156,90.4499969482422,90.79000091552734,53408200,-0.010845238198693414
2021-01-15,90.75,91.58999633789062,87.86000061035156,88.20999908447266,49340300,-0.02882883257595297
2021-01-19,89.55999755859375,89.58000183105469,87.23999786376953,89.44999694824219,45115100,0.013959450946091589
2021-01-20,90.5500030517578,90.77999877929688,88.5999984741211,88.75,35185800,-0.007856347482289998
2021-01-21,89.33999633789062,92.06999969482422,88.43000030517578,91.52999877929688,54221900,0.030843345704517678
2021-01-22,94.41999816894533,95.9499969482422,91.87999725341795,92.79000091552734,71294700,0.013672111171704734
2021-01-25,94.13999938964844,95.73999786376952,91.4000015258789,94.12999725341795,55086900,0.014337891148776412
2021-01-26,94.91000366210938,95.72000122070312,93.62999725341795,94.70999908447266,59449100,0.006142805190847452
2021-01-27,91.0999984741211,91.87999725341795,86.22000122070312,88.83999633789062,73341200,-0.06398262376654773
2021-01-28,89.83000183105469,89.87999725341797,87.30000305175781,87.5199966430664,47048400,-0.014969657487341454
2021-01-29,87.55999755859375,88.33000183105469,85.0199966430664,85.63999938964844,56735800,-0.021714843722945035
2021-02-01,86.83000183105469,87.94999694824219,84.66000366210938,87.66000366210938,42359300,0.023313280172412826
2021-02-02,88.48999786376953,89.27999877929688,86.94999694824219,88.86000061035156,33850000,0.013596367609499834
2021-02-03,88.5999984741211,89.4800033569336,87.33999633789062,87.88999938964844,32312900,-0.010976078744389824
2021-02-04,88.22000122070312,88.5999984741211,87.05999755859375,87.83999633789062,30791600,-0.0005690895615208195
2021-02-05,88.1500015258789,88.36000061035156,86.87999725341797,87.9000015258789,30268700,0.0006828859798514419
2021-02-08,88.30999755859375,91.98999786376952,87.9800033569336,91.47000122070312,47639900,0.03981124096327563
2021-02-09,91.38999938964844,93.3000030517578,90.5500030517578,90.91000366210938,37596400,-0.00614101659709999
2021-02-10,91.5,93.2699966430664,90.45999908447266,92.3499984741211,42441300,0.015715643705900683
2021-02-11,92.9000015258789,93.6500015258789,91.33000183105467,92.66000366210938,35571000,0.003351229388043698
2021-02-12,92.75,94.22000122070312,91.9000015258789,93.7699966430664,38538400,0.01190802012136789
2021-02-16,93.9000015258789,94.0,90.75,91.45999908447266,35105900,-0.02494323141210899
2021-02-17,90.55999755859376,90.95999908447266,88.56999969482422,89.94000244140625,32245500,-0.016758899732376147
2021-02-18,89.08999633789062,89.5999984741211,87.30999755859375,88.63999938964844,35624900,-0.014559592374155134
2021-02-19,89.75,90.41999816894533,88.69000244140625,89.58000183105469,29548300,0.010548885106356144
2021-02-22,88.1500015258789,88.30000305175781,85.20999908447266,85.37000274658203,36930200,-0.04813731802469617
2021-02-23,83.4000015258789,85.11000061035156,79.36000061035156,84.73999786376953,49720900,-0.007407063205719413
2021-02-24,84.33000183105469,87.08999633789062,82.80999755859375,86.94000244140625,40821200,0.025630533652973943
2021-02-25,86.16999816894531,87.08999633789062,81.91999816894531,82.41999816894531,54625100,-0.053390149947627134
2021-02-26,83.56999969482422,85.58999633789062,82.91000366210938,84.51000213623047,48962900,0.025041792139707184
2021-03-01,85.37000274658203,86.5,83.97000122070312,86.38999938964844,32746200,0.022002025471487753
2021-03-02,86.91999816894531,86.94999694824219,84.04000091552734,84.12999725341797,34828200,-0.026508732389879372
2021-03-03,84.27999877929688,84.37999725341797,80.8499984741211,80.86000061035156,43541000,-0.03964391715496586
2021-03-04,80.2300033569336,81.80999755859375,76.77999877929688,77.75,60549400,-0.03922072070153211
2021-03-05,79.0,79.4800033569336,74.19999694824219,78.5199966430664,58548900,0.009854775596323051
2021-03-08,78.02999877929688,79.0,73.86000061035156,73.95999908447266,54563900,-0.05982893251542483
2021-03-09,76.7300033569336,79.22000122070312,75.7699966430664,78.52999877929688,45088300,0.05995630770212372
2021-03-10,79.75,80.04000091552734,77.41000366210938,77.5199966430664,45416600,-0.012944777563952436
2021-03-11,79.4000015258789,81.88999938964844,79.37000274658203,81.2300033569336,43583700,0.04674875411072705
2021-03-12,79.7300033569336,81.19000244140625,79.2300033569336,81.05000305175781,32938000,-0.0022183925546756704
2021-03-15,81.91000366210938,83.38999938964844,81.19999694824219,82.5,39086800,0.017732007506170884
2021-03-16,83.66000366210938,84.75,82.26000213623047,82.75,42971600,0.00302572091653689
2021-03-17,81.75,83.25,80.41000366210938,82.62999725341797,43320600,-0.001451236783605814
2021-03-18,81.05999755859375,81.62000274658203,78.01000213623047,78.12000274658203,51036500,-0.05612663630658876
2021-03-19,78.48999786376953,79.33999633789062,77.58999633789062,79.05999755859375,42283400,0.011960885821138191
2021-03-22,79.98999786376953,81.2699966430664,79.22000122070312,80.30000305175781,39648600,0.015562631969055283
2021-03-23,80.12999725341797,80.33999633789062,77.94999694824219,78.37999725341797,40466600,-0.02420090122755976
2021-03-24,77.55000305175781,78.80000305175781,76.4000015258789,76.4800033569336,43753600,-0.024539445093506425
2021-03-25,75.8499984741211,76.94999694824219,74.95999908447266,76.22000122070312,44735100,-0.003405401174868497
2021-03-26,76.62000274658203,77.5,75.02999877929688,77.41000366210938,49148700,0.015492107063346779
2021-03-29,77.02999877929688,78.0199966430664,76.26000213623047,77.13999938964844,37144300,-0.003494073656759481
2021-03-30,76.47000122070312,76.55999755859375,74.8499984741211,76.0,39169300,-0.014888604581492923
2021-03-31,76.56999969482422,79.12999725341797,76.5199966430664,78.5,43659500,0.032365284502031716
2021-04-01,80.16000366210938,81.30999755859375,79.4800033569336,81.08999633789062,40182400,0.03246097900705424
2021-04-05,81.73999786376953,81.9000015258789,80.38999938964844,81.43000030517578,32610600,0.00418415543132996
2021-04-06,81.20999908447266,82.45999908447266,80.87999725341797,81.44000244140625,29327900,0.00012282355343984345
2021-04-07,81.31999969482422,83.0999984741211,80.3499984741211,82.19999694824219,35590900,0.009288682155939337
2021-04-08,83.31999969482422,83.79000091552734,82.44000244140625,83.3499984741211,41925300,0.013893325953791202
2021-04-09,82.80000305175781,83.58999633789062,82.16000366210938,82.76000213623047,32759900,-0.007103712200220717
2021-04-12,82.05999755859375,82.18000030517578,78.02999877929688,78.58000183105469,62098800,-0.05182764125759277
2021-04-13,79.66999816894531,80.72000122070312,78.9800033569336,80.19000244140625,37767300,0.020281611832103735
2021-04-14,79.87999725341797,80.12999725341797,77.94000244140625,78.55000305175781,34263800,-0.020663445711428332
2021-04-15,80.31999969482422,83.94999694824219,79.97000122070312,83.01000213623047,68942800,0.055225704648780724
2021-04-16,83.30000305175781,83.58999633789062,81.52999877929688,82.1500015258789,47280600,-0.010414245143980906
2021-04-19,82.12999725341797,83.18000030517578,80.38999938964844,81.11000061035156,39115500,-0.012740597450340225
2021-04-20,80.81999969482422,81.11000061035156,78.51000213623047,79.2699966430664,34977800,-0.022946561106271423
2021-04-21,78.98999786376953,81.66000366210938,78.86000061035156,81.61000061035156,35069000,0.029092106459066295
2021-04-22,81.61000061035156,81.79000091552734,78.58999633789062,79.05999755859375,38846100,-0.03174478397191768
2021-04-23,80.20999908447266,83.30000305175781,79.95999908447266,82.76000213623047,49194000,0.0457378517015806
2021-04-26,83.3499984741211,85.9000015258789,82.69999694824219,85.41000366210938,57594500,0.031518354145180415
2021-04-27,85.66999816894531,87.1500015258789,85.12999725341797,85.20999908447266,61909900,-0.0023444457393775025
2021-04-28,88.8499984741211,89.19999694824219,83.91999816894531,84.0199966430664,108920300,-0.014063961308246628
2021-04-29,84.69999694824219,85.2699966430664,82.62999725341797,83.91000366210938,51294500,-0.0013099862619749456
2021-04-30,82.97000122070312,84.0999984741211,81.41999816894531,81.62000274658203,46601900,-0.027670475896773156
2021-05-03,81.97000122070312,82.0,78.45999908447266,78.55000305175781,66323300,-0.03833896007572568
2021-05-04,77.94999694824219,78.66999816894531,77.04000091552734,78.61000061035156,59194300,0.0007635220171852443
2021-05-05,79.05000305175781,79.30000305175781,77.36000061035156,77.83000183105469,42310200,-0.009971941072332376
2021-05-06,77.62999725341797,78.05999755859375,76.47000122070312,77.88999938964844,38661300,0.0007705825981542196
2021-05-07,78.75,79.56999969482422,78.22000122070312,78.80999755859375,36954200,0.011742294291389961
2021-05-10,78.19999694824219,78.30000305175781,75.91999816894531,75.98999786376953,45134500,-0.03643813681747763
2021-05-11,73.56999969482422,76.93000030517578,72.75,76.83000183105469,51008200,0.010993488142393083
2021-05-12,75.08999633789062,76.12999725341797,74.16000366210938,74.63999938964844,42531400,-0.028918664350275007
2021-05-13,75.20999908447266,75.69999694824219,72.5,73.08999633789062,48646800,-0.020985039973627197
2021-05-14,74.0199966430664,75.02999877929688,72.72000122070312,74.58999633789062,38355800,0.02031489248236191
2021-05-17,74.22000122070312,75.5199966430664,73.41000366210938,74.6500015258789,40779200,0.0008041435550885848
2021-05-18,74.73999786376953,75.7699966430664,74.23999786376953,74.44000244140625,31982500,-0.002817079854623155
2021-05-19,73.16000366210938,76.97000122070312,72.76000213623047,76.2300033569336,73966200,0.02376166546607382
2021-05-20,76.80999755859375,78.2699966430664,76.25,78.05999755859375,49135000,0.023722600439356055
2021-05-21,78.55000305175781,78.80999755859375,77.04000091552734,77.16999816894531,40201100,-0.01146697373448092
2021-05-24,77.26000213623047,78.01000213623047,76.80000305175781,77.44000244140625,33194300,0.0034927177527787753
2021-05-25,77.33000183105469,78.7699966430664,76.83999633789062,77.86000061035156,47353100,0.005408875526655007
2021-05-26,77.83000183105469,78.58999633789062,77.58999633789062,78.33999633789062,30354000,0.006145931469930392
2021-05-27,78.11000061035156,78.43000030517578,77.47000122070312,78.41999816894531,35883200,0.001020692023522268
2021-05-28,78.66000366210938,81.08999633789062,78.66000366210938,80.08000183105469,40952700,0.020947184357430877
2021-06-01,81.01000213623047,82.91000366210938,80.66000366210938,80.80999755859375,43433000,0.009074532161387903
