date,open,high,low,close,volume
2021-01-04,49.69048980204845,49.923909985542906,48.48604080040677,49.26099395751953,8650000
2021-01-05,48.51404591003814,49.438391324326375,48.4953718695596,49.270328521728516,7995700
2021-01-06,50.76421399071428,53.99475162235931,50.45610124015369,53.602603912353516,16551800
2021-01-07,54.05078384451132,55.49798844988048,53.80802839062821,55.143192291259766,10949600
2021-01-08,54.93777053662723,55.628695796703724,54.36822476042412,55.068485260009766,9165300
2021-01-11,54.94709918695972,56.34762001818257,54.274851609934636,56.25425338745117,8766100
2021-01-12,56.76778075387699,57.92554628514257,56.43165516216411,57.14125442504883,12194500
2021-01-13,56.56237701802209,57.29998204459357,55.26455788754862,55.56333541870117,17171700
2021-01-14,55.65671605840556,55.82477889640283,55.20854967764943,55.395286560058594,9165800
2021-01-15,54.676350247474794,55.245892557360115,54.11613961695247,54.8537483215332,9952400
2021-01-19,55.311241571765876,55.638028364530236,53.99475203822975,55.301902770996094,8277200
2021-01-20,55.41394413468602,55.507314334995925,54.256182144514845,54.7230224609375,9798200
2021-01-21,54.95644519278479,55.059150637080954,54.470930813563285,54.80705642700195,6367000
2021-01-22,54.3028659152838,55.01246163499381,54.08811979534908,54.52695083618164,5472400
2021-01-25,53.47189650230364,54.32154583474635,52.846328553302214,53.294498443603516,7888800
2021-01-26,53.67729894673102,53.86403221627015,52.3981539677934,52.48218536376953,6786900
2021-01-27,51.735242187083976,51.735242187083976,49.63446082556994,49.75584030151367,10579800
2021-01-28,50.09197490508528,51.74458673928625,50.01727873361138,50.17600631713867,11278600
2021-01-29,49.72783079222712,49.755843634218984,47.4029679243198,48.12190246582031,17772200
2021-02-01,48.67277386339424,50.15732625710227,48.523385100077476,49.830535888671875,8601100
2021-02-02,50.54013798015946,51.669890787815255,50.52146393849871,50.92294692993164,8720500
2021-02-03,51.05366536136129,51.65122049099237,49.447733279195624,49.914573669433594,10230400
2021-02-04,50.29736869366687,51.53916549682617,50.07328736307371,51.53916549682617,7890900
2021-02-05,51.996670970078796,52.65024809787407,51.62320086970208,52.043357849121094,7994500
2021-02-08,52.26744424445648,52.38882373061218,51.557848492019104,52.14606475830078,5377100
2021-02-09,51.80061452049983,52.78097872696283,51.33377408297365,52.53822326660156,5541200
2021-02-10,52.84632627177818,53.11709452998016,51.69789943652166,52.00601577758789,7549100
2021-02-11,52.127783419866475,52.80221051445848,51.90297200616501,52.39006042480469,6040300
2021-02-12,52.39006124169556,54.57258829522569,52.27765731972027,54.50701904296875,8138100
2021-02-16,55.20018846215173,57.46701952123983,54.9285423547632,57.09233856201172,11008900
2021-02-17,56.77386179153932,57.50449275090953,56.53968483550971,57.420188903808594,8785800
2021-02-18,57.12979961625942,58.29131507014002,56.801949803582914,58.01030349731445,6157700
2021-02-19,58.48802342197231,59.434100134005114,57.27030421156189,57.99156951904297,8421300
2021-02-22,58.684736250276806,59.09688633375661,58.15081317064719,58.96574783325195,8049400
2021-02-23,59.43411046398792,59.43411046398792,57.55132579005376,58.70347595214844,8613200
2021-02-24,59.012581278385284,61.28878112784063,58.534861954554835,60.36144256591797,11535200
2021-02-25,60.277143095615216,61.11081243263041,58.98448895593745,59.106258392333984,10584100
2021-02-26,58.92828725210375,59.27486813581002,57.37335245502835,57.81360626220703,9543600
2021-03-01,58.628541539537984,60.82043794174389,58.609806954685,60.04296875,5863700
2021-03-02,59.677647609331686,60.67992457758509,59.41537059281868,59.7619514465332,6079400
2021-03-03,60.192848621416964,62.03816423485877,59.864998728985746,60.848541259765625,8831100
2021-03-04,60.71739335876046,61.045239627323056,59.04068570352588,60.670555114746094,11204300
2021-03-05,61.91637390759308,62.39409680758497,59.050050800666085,60.904727935791016,10204000
2021-03-08,61.18575345654928,61.476130588834415,60.26777666438648,60.380184173583984,8663200
2021-03-09,59.97739543188729,60.92347225004479,58.38499513294037,59.715118408203125,9761700
2021-03-10,60.0991732846087,60.95157362963446,59.82752360349408,60.91410446166992,8930500
2021-03-11,60.69866419346536,62.628279844078335,60.46448725930309,62.206764221191406,9233600
2021-03-12,62.759424613971255,63.892840230761344,62.53461673578084,63.3682861328125,5643300
2021-03-15,63.124720084779675,63.36826604441229,61.316874260010685,62.14117431640625,6855700
2021-03-16,61.91638679418457,61.91638679418457,60.904740611829666,61.326263427734375,5632400
2021-03-17,62.45029453528568,62.45029453528568,61.017133037911826,61.54168701171875,6881500
2021-03-18,62.675101711754216,63.60244012768846,61.81332538787985,61.88826370239258,7417000
2021-03-19,61.24195295938033,62.37536853180594,60.6986678705617,61.86955261230469,10670300
2021-03-22,61.20447822255164,61.56980080353586,60.63309309534979,60.670555114746094,5138800
2021-03-23,60.30523881402315,60.8204309047301,59.2748617791218,59.34980010986328,6259600
2021-03-24,60.02424499812554,61.607276517213165,59.9680376635118,60.06171417236328,5796700
2021-03-25,59.81816237252536,61.31689346563552,59.078162332002364,61.00777816772461,6220600
2021-03-26,61.73841319616047,61.888282724739696,60.82980550632389,61.55106735229492,6082100
2021-03-29,60.56752594780978,61.28878776372861,59.574610882976344,60.05233383178711,8113500
2021-03-30,60.21157857118124,60.9515786194062,59.9305669349554,60.66120147705078,6300200
2021-03-31,60.96094186070218,61.49486499037573,60.26777298276511,61.05461120605469,7536100
2021-04-01,61.01713664507048,62.28169056183293,60.92346730799777,62.234859466552734,5796900
2021-04-05,63.892824314427,64.52978576605446,63.48067068498811,63.83662414550781,8211800
2021-04-06,63.58371317121901,64.2862439138232,62.8624514199441,63.040428161621094,7360400
2021-04-07,62.90929758221647,63.32144414347541,62.197397672386394,62.80625915527344,7281400
2021-04-08,62.328515820509566,62.70320023726546,61.897631242519076,62.60952377319336,6361000
2021-04-09,63.99587340514844,64.47359636024723,62.93739621690307,63.29334259033203,6311100
2021-04-12,63.05916499008391,63.62118820673447,63.05916499008391,63.42448043823242,5620600
2021-04-13,63.38700049232121,63.38700049232121,62.00067727008705,62.38472366333008,4886500
2021-04-14,62.75006601586279,64.0895587224451,62.4784198421906,63.17158889770508,6702200
2021-04-15,62.61891272789505,63.21840512641494,60.50195117570808,61.3543586730957,10163600
2021-04-16,61.57916765236914,61.663475069024614,60.26777532688837,60.642459869384766,10289400
2021-04-19,60.91409656770487,62.40346542860474,60.811058155783584,61.710296630859375,8750800
2021-04-20,61.232585467842895,61.56980081457134,59.58397790011638,59.658912658691406,7532800
2021-04-21,59.81815797732566,61.316888960315055,59.44347344495005,61.26068878173828,6442800
2021-04-22,61.12017741049414,61.88827743845134,60.25840804186169,60.69866180419922,8590800
2021-04-23,61.073344759294066,62.9280293191501,60.773598553778406,62.890560150146484,7270500
2021-04-26,63.2558745094667,64.49232847892736,63.087266825153286,63.480682373046875,7387100
2021-04-27,64.23005326670506,65.34473783049691,63.56499158932498,65.23233032226562,8745300
2021-04-28,65.20423854854464,65.59765415776373,64.82955395316323,65.43841552734375,6338800
2021-04-29,65.81310202588793,67.59284854553016,65.61639421559006,67.17132568359375,9816600
2021-04-30,66.90902151367493,67.19939857133306,65.76623714332655,65.9442138671875,8105100
2021-05-03,66.34701192934541,66.5530887786624,65.32599676132384,66.4500503540039,5394300
2021-05-04,65.93486960338593,67.09638541763589,64.32373084520884,65.65385437011719,11044100
2021-05-05,66.31891063204202,67.12447985750819,65.16675697117343,66.48751831054688,8739500
2021-05-06,66.76853166482269,67.11511612784612,65.64448514955156,66.99333953857422,4802800
2021-05-07,65.99106298748222,67.33055545446278,65.56954732755335,67.20878601074219,6233000
2021-05-10,67.5928372933357,67.9487836794039,66.58119116891463,66.59992218017578,5721200
2021-05-11,65.72877566756465,67.40548325900794,65.48523681819097,66.15966033935547,5380000
2021-05-12,66.52498602239031,66.94650882797067,64.31436214894588,64.74524688720703,8500500
2021-05-13,64.63253196066526,66.68928004865994,64.56679151409412,66.14456939697266,6317300
2021-05-14,66.36058023192446,68.90568499208774,66.31361969759045,68.79298400878906,8843300
2021-05-17,68.5582046508789,68.78359948183898,67.63783107960218,68.5582046508789,5207200
2021-05-18,68.90569352227337,69.11230126947397,66.54841627728369,66.58598327636719,5829600
2021-05-19,65.53413115805346,67.0086018906216,64.9894203994811,66.87712097167969,6552300
2021-05-20,67.14948879064602,67.27157619080273,66.09763407907815,66.43572998046875,4606600
2021-05-21,66.85832790129825,68.13557700418582,66.68928001517574,67.77869415283203,5414900
2021-05-24,67.92897845823667,68.59577662350098,67.62844960677708,68.19194030761719,4538300
2021-05-25,68.51124296628227,69.02778024232781,67.17764675471132,67.27156066894531,5920100
2021-05-26,67.89139371551586,67.89139371551586,66.39813622505977,67.1776351928711,7370400
2021-05-27,67.87261176682532,69.6288311706882,67.4687755259444,69.35647583007812,14693800
2021-05-28,69.44100336035034,69.78848552599256,68.73663832382584,69.35647583007812,6205300
2021-06-01,70.38013747542315,70.89666739503512,69.64759918440163,70.098388671875,6175500
