date,actual,q10,q50,q90
2025-01-02,0.012517356707826,-0.014394144204811323,4.834442343573084e-05,0.01074266637056456
2025-01-03,0.0055227664968181,-0.014394144204811323,0.0013280189387413282,0.010291059211796481
2025-01-06,-0.011166021516637,-0.011407107948873714,0.0008644356770646039,0.007871703526817264
2025-01-07,0.0015591440938312,-0.011407107948873714,0.000405152090190289,0.005784776573691171
2025-01-08,-0.0155316376502333,-0.014394144204811323,0.0006280940808061625,0.0068397761230474625
2025-01-10,0.0015742043780551,-0.014394144204811323,0.000309324042380465,0.006717508600831397
2025-01-13,0.0011456233341642,-0.014394144204811323,0.0005333916750267751,0.010399388798433655
2025-01-14,0.0181471325045163,-0.014394144204811323,0.00038432035957773847,0.00941201093389668
2025-01-15,-0.0021149243408667,-0.013224267129530528,0.0007583798697561083,0.008695820701903095
2025-01-16,0.009941478308394,-0.011407107948873714,0.0009617021243473311,0.007575088389276764
2025-01-17,0.008730009440596,-0.011407107948873714,0.0009617021243473311,0.007351986506301291
2025-01-21,0.0061191810869941,-0.009264607562448032,-0.000935403958513048,0.005654728560180122
2025-01-22,0.0052994194595293,-0.009264607562448032,-0.00016861230624287186,0.005431626677204648
2025-01-23,-0.0028592159844677,-0.009264607562448032,-0.0009104987846428964,0.004430529076621972
2025-01-24,-0.0146880590321123,-0.009264607562448032,-0.00032825733140778656,0.005173059164368651
2025-01-27,0.0091756441777168,-0.009264607562448032,-0.0007348789966001981,0.00850893116315229
2025-01-28,-0.0046898760569196,-0.011407107948873714,0.00037183375141492726,0.008935759950985984
2025-01-29,0.0052615481521802,-0.011407107948873714,0.0004782221698396275,0.008935759950985984
2025-01-30,-0.0050596039902671,-0.011407107948873714,-0.0005525199544134013,0.00648255014648304
2025-01-31,-0.0076376907294952,-0.010237230873592918,0.000288007790429431,0.00648255014648304
2025-02-03,0.0071989074030291,-0.010237230873592918,0.0005627759630666802,0.007871703526817264
2025-02-04,0.0039010539156136,-0.013224267129530528,0.00029305333860602244,0.0072029844401542064
2025-02-05,0.0036376743552662,-0.011584926501523157,0.0009775996929077514,0.0070480998087328805
2025-02-06,-0.0095098456936602,-0.011584926501523157,0.0003207117953484524,0.005729386373799085
2025-02-07,0.0066901122954551,-0.011584926501523157,0.0003207117953484524,0.005851653896015149
2025-02-10,0.0003395251436738,-0.013224267129530528,0.001080871690565661,0.005851653896015149
2025-02-11,-0.0027275831896475,-0.008597890245585547,0.00018793676009553885,0.004674386824442793
2025-02-12,0.0103723132142357,-0.011584926501523157,0.00018793676009553885,0.005234392535010028
2025-02-13,-7.19463955744955e-05,-0.011584926501523157,0.00018793676009553885,0.005356660057226092
2025-02-14,0.0024420036555518,-0.008597890245585547,0.00018793676009553885,0.004674386824442793
2025-02-18,0.0023741488668242,-0.008597890245585547,-0.0007540048337981791,0.008010258823226432
2025-02-19,-0.0043436048842902,-0.008597890245585547,-0.000916767712168533,0.008010258823226432
2025-02-20,-0.0172113966725391,-0.008597890245585547,-0.0007540048337981791,0.008010258823226432
2025-02-21,-0.0049814935662523,-0.008597890245585547,-0.0009414484012357388,0.008010258823226432
2025-02-24,-0.0046907151383955,-0.013224267129530528,-4.851347076561651e-05,0.011398417725183548
2025-02-25,0.0001360150295834,-0.011584926501523157,0.0013417686201744785,0.011398417725183548
2025-02-26,-0.0159917426785246,-0.011584926501523157,0.001251496289769378,0.008437253189067098
2025-02-27,0.0157297804206633,-0.011584926501523157,0.002380881451100656,0.008437253189067098
2025-02-28,-0.0177534026483088,-0.013224267129530528,0.0031063149263932436,0.010414345956338923
2025-03-03,-0.0123102882315054,-0.014394144204811323,0.0009773580085957704,0.010616180530999744
2025-03-04,0.0110974725287356,-0.014394144204811323,0.0007036310668994247,0.01204123137462863
2025-03-05,-0.0179796771074555,-0.014394144204811323,0.0006587955541020821,0.01204123137462863
2025-03-06,0.0055054350454544,-0.014394144204811323,0.0010770710045796667,0.012424351344510254
2025-03-07,-0.0273435417884281,-0.014394144204811323,0.00023190627851608556,0.01375500678117813
2025-03-10,-0.0075966469185365,-0.014394144204811323,0.0007036310668994247,0.013119197615435754
2025-03-11,0.0048749679404907,-0.015432941593970505,0.0021904121862336427,0.017243515921910802
2025-03-12,-0.0139883668064641,-0.015432941593970505,0.0024969897714250335,0.017243515921910802
2025-03-13,0.0210429059531969,-0.015432941593970505,0.002052617945236554,0.01686039595202918
2025-03-14,0.006395634974606,-0.015432941593970505,0.0030757182870098485,0.01686039595202918
2025-03-17,-0.0107106670743197,-0.014379811494941367,0.0009653731392934724,0.017243515921910802
2025-03-18,0.0107406081729537,-0.015432941593970505,0.00047088049431007103,0.014027358909218995
2025-03-19,-0.0021872835137829,-0.015432941593970505,0.00047088049431007103,0.013594693010853948
2025-03-20,0.0008243136078323,-0.015432941593970505,0.00047088049431007103,0.013594693010853948
2025-03-21,0.0174921171286391,-0.015432941593970505,-0.0014177225149761632,0.012854997261450861
2025-03-24,0.0015730954906538,-0.015432941593970505,0.00035492200862712086,0.010934637432354215
2025-03-25,-0.011219640357598,-0.011407107948873714,0.000731416311644719,0.011063597530009447
2025-03-26,-0.0033124610071321,-0.009264607562448032,-0.0012547998217051146,0.009143237700912805
2025-03-27,-0.0199346011268535,-0.011407107948873714,0.0003504032873336054,0.010333622140243859
2025-03-28,0.0055232403576457,-0.011407107948873714,3.1007424141538876e-05,0.011063597530009447
2025-03-31,0.003774104555212,-0.014394144204811323,0.0005611528247151712,0.014104689671732423
2025-04-01,0.0067056614294841,-0.014394144204811323,0.001010208652090815,0.012415212216906234
2025-04-02,-0.0496059118289966,-0.014394144204811323,0.0015685384902537844,0.013660811206363147
2025-04-03,-0.0616090618982309,-0.014394144204811323,0.0011462175385843975,0.0127155362913982
2025-04-04,-0.0023341946059635,-0.014379811494941367,-0.0010899409216946585,0.017916391812627278
2025-04-07,-0.0158250832770548,-0.032560528901650246,-0.016309397878335605,0.020848884167914358
2025-04-08,0.0908948798330364,-0.03615420374141362,-0.01487158469843349,0.022164885613716493
2025-04-09,-0.0352206070241116,-0.03615420374141362,-0.01487158469843349,0.022164885613716493
2025-04-10,0.017930380835778,-0.032560528901650246,-0.02755850296119721,0.017916391812627278
2025-04-11,0.0079133193263429,-0.032560528901650246,-0.02908225190219398,0.01782370400864706
2025-04-14,-0.0017292752253009,-0.03041802851522455,-0.02704149009515733,0.013957704712188795
2025-04-15,-0.0226632539649025,-0.021378950317114044,-0.035142327347065246,0.013957704712188795
2025-04-16,0.0013259586237727,-0.021214431078896215,-0.03670228979248682,0.014210393908049547
2025-04-17,-0.023849648334018,-0.019183561612338258,-0.012353834422605195,0.01782370400864706
2025-04-21,0.0248069521254506,-0.019247451153768552,-0.01451240184579382,0.013650140674383405
2025-04-22,0.0165238643668794,-0.027117742605864494,-0.01264803651806128,0.015276323332735969
2025-04-23,0.0200566280825831,-0.016371992830161688,-0.014358080763745338,0.015659443302617582
2025-04-24,0.0073460847957005,-0.017361233387760536,-0.010851232397815352,0.016508903277673407
2025-04-25,0.0006405015390019,-0.009250274852578075,0.00012939052199508532,0.012695975485786527
2025-04-28,0.0057856415455563,-0.009250274852578075,-0.0006248021467616215,0.011953445398039844
2025-04-29,0.0014788972519335,-0.01234859655987694,-0.008877594174408388,0.010263967943213655
2025-04-30,0.0062793457164519,-0.010303404951607214,0.0014215973383495876,0.010033085568943199
2025-05-01,0.0146191911091127,-0.010303404951607214,-0.0004880081694349381,0.010517048143853885
2025-05-02,-0.0064020470293184,-0.012445905338032895,-0.0005447397963716824,0.009844172253137405
2025-05-05,-0.0077229852783917,-0.010303404951607214,-0.001361580328624546,0.014281244123771127
2025-05-06,0.0043369381067101,-0.011407107948873714,-0.001912445708834258,0.013098640175735053
2025-05-07,0.0057830211474656,-0.011407107948873714,-8.865353232013542e-05,0.009151018192207788
2025-05-08,-0.0007117341348763,-0.010237230873592918,0.00039872529277560227,0.009151018192207788
2025-05-09,0.0320399766770208,-0.008597890245585547,0.00039872529277560227,0.008652345852281928
2025-05-12,0.0072220590202459,-0.008597890245585547,0.0013039400959728806,0.009335153882939838
2025-05-13,0.001023891242276,-0.009264607562448032,-0.0010635134238839421,0.011063597530009447
2025-05-14,0.0041238174387576,-0.009264607562448032,0.0001520799007375289,0.010321067442262764
2025-05-15,0.0069808493681001,-0.009264607562448032,-0.002210046731741258,0.006832558301530083
2025-05-16,0.0008757295660482,-0.009264607562448032,-0.0019820153619041123,0.006832558301530083
2025-05-19,-0.0038877770695725,-0.009264607562448032,0.0009279314010644298,0.006832558301530083
2025-05-20,-0.0162667192677588,-0.011407107948873714,-0.0005447397963716824,0.005396161047344125
2025-05-21,-0.0004449700224211,-0.011407107948873714,-0.0010099387748086334,0.005173059164368651
2025-05-22,-0.0067308995914731,-0.011407107948873714,9.956435269565461e-05,0.008519066825447192
2025-05-23,0.0202525808021843,-0.011407107948873714,9.956435269565461e-05,0.00919457847219016
2025-05-27,-0.0055868025764447,-0.011407107948873714,0.0009504062405274879,0.008936010959354163
2025-05-28,0.0040031708706317,-0.011407107948873714,0.0005349187015706715,0.00817202760130923
2025-05-29,-8.118845699520562e-05,-0.014394144204811323,0.0011462175385843975,0.008878488829045891
2025-05-30,0.004093651490626,-0.014394144204811323,0.0009617021243473311,0.0077400057073128276
2025-06-02,0.0057835335353689,-0.014394144204811323,0.0009617021243473311,0.008406986055657577
2025-06-03,7.368474471916267e-05,-0.014394144204811323,0.0008214051079023795,0.006717508600831397
2025-06-04,-0.0052913579786981,-0.014394144204811323,0.0009866362900136502,0.005879520392105316
2025-06-05,0.0102281962153767,-0.011407107948873714,0.0006362116969025182,0.005173059164368651
2025-06-06,0.0009195251863913,-0.008597890245585547,0.0005460447415395586,0.004674386824442793
2025-06-09,0.0054680125416468,-0.010237230873592918,0.0007861651145014025,0.005173059164368651
2025-06-10,-0.0027476603182873,-0.008597890245585547,0.00039872529277560227,0.004674386824442793
2025-06-11,0.0038151330716763,-0.008597890245585547,0.00010349237619236469,0.004527931307273362
2025-06-12,-0.0113606685901028,-0.008597890245585547,0.00021261744916274472,0.004527931307273362
