date,open,high,low,close,volume,Log_Return,rolling_mean_5,rolling_vol_5,rolling_mean_10,rolling_vol_10,ma_5,ma_10,target
2021-01-20,13.074980630078048,13.392837146187576,13.020135512164993,13.328269004821776,258572000,0.025805691076901,-0.00895191258454466,0.017149531153869413,-0.0006752355303019502,0.03264371324357525,13.18322582244873,13.199181079864502,0.0368525341396549
2021-01-21,13.380871079540578,13.959992973771396,13.215835495319384,13.828612327575684,337780000,0.0368525341396549,-0.0017728099831858801,0.023051704269933485,-0.0002913600981700997,0.03296059268890888,13.159492301940919,13.195292091369629,-0.0112401814946395
2021-01-22,13.7014695520543,13.802934593706915,13.58903567654734,13.674046516418455,246820000,-0.0112401814946395,0.004901865730525379,0.029013367031431925,0.00947011524600786,0.02697259121357924,13.22645435333252,13.320240879058838,-0.004330243778233
2021-01-25,13.74310221612875,13.789721185785888,13.19938129579068,13.614962577819824,251112000,-0.004330243778233,0.00761442885437128,0.02602161930257825,0.0027241002396502,0.021949352082778387,13.328617286682128,13.356987571716308,-0.0160957000294045
2021-01-26,13.542416475351589,13.606486294408793,13.349957856187537,13.397574424743652,163980000,-0.0160957000294045,0.01197900689631766,0.020097747890503875,0.0027963220003109994,0.021922092384624028,13.48692283630371,13.394532012939454,-0.039279634159112
2021-01-27,13.192897604485092,13.195640288057769,12.75787128126422,12.881524085998535,371272000,-0.039279634159112,0.0061984199828557796,0.023643736822356785,-0.0013767463008444402,0.021045881838251287,13.56869297027588,13.375959396362305,0.0102625037246334
2021-01-28,12.959805478023087,13.30234235667596,12.924155341787754,13.01440143585205,228316000,0.0102625037246334,-0.006818645064346822,0.027715941172312433,-0.004295727523766351,0.024179580431126637,13.47934398651123,13.319418144226074,-0.0047041613925049
2021-01-29,13.03833420279187,13.297356163278318,12.875292865521274,12.953323364257812,271552000,-0.0047041613925049,-0.012136651147351121,0.018137539715030453,-0.0036173927084128697,0.024514759493355923,13.316501808166503,13.271478080749512,0.0188553261801037
2021-02-01,13.016644788412515,13.233534581974755,12.866566542246508,13.19987964630127,217204000,0.0188553261801037,-0.010829447126924203,0.0184511227437505,-0.0016075091362764602,0.023382604668063637,13.172357177734375,13.250487232208252,0.0238687137235552
2021-02-02,13.3611770550748,13.533940468097438,13.248243904367374,13.518733978271484,220440000,0.0238687137235552,-0.006192333135256861,0.022875793501446022,0.0028933368805303997,0.02244593403101469,13.089340591430664,13.288131713867188,-0.0019383985860829
2021-02-03,13.597758063712506,13.892679260911208,13.478593987915998,13.492554664611816,245408000,-0.0019383985860829,0.0018005496153350787,0.025393732998356327,0.00399948479909543,0.023247042883607367,13.11357250213623,13.341132736206054,0.0098366958004081
2021-02-04,13.493055176707028,13.63515548811992,13.30034740406462,13.625931739807127,201340000,0.0098366958004081,0.009268796729940899,0.012518899335142197,0.00122507583279704,0.021976248292780703,13.235778617858887,13.357561302185058,-0.0053751381606085
2021-02-05,13.686511968620373,13.69872756323,13.50776391633262,13.552886962890623,169152000,-0.0053751381606085,0.009183635145095839,0.012511895894897034,-0.0014765080011276397,0.018494618022476917,13.358084678649902,13.337293243408203,0.0605078556561025
2021-02-08,13.688756093800874,14.433162770962314,13.688756093800874,14.398261070251465,434624000,0.0605078556561025,0.00904943979147512,0.012700266740027473,-0.0008900036677245397,0.018241857196743528,13.477997398376464,13.32517728805542,-0.0122293962753899
2021-02-09,14.300533397758027,14.542353649548264,14.182615117513894,14.223251342773438,287560000,-0.0122293962753899,0.01737994568667488,0.026692759384109418,0.00559380627570901,0.026525359248970027,13.717673683166504,13.403507137298584,0.0345225246681737
2021-02-10,14.422692359371814,14.863203179355986,14.301283892068875,14.722847938537598,485352000,0.0345225246681737,0.010160323686885858,0.029257511539101836,0.005980436651110471,0.02620027392674526,13.858577156066895,13.486074829101563,0.0324199197960307
2021-02-11,14.938242328908396,15.229423311893008,14.88314709510052,15.207983016967772,450828000,0.0324199197960307,0.017452508337737177,0.03002193321950796,0.01336065253383904,0.022109801995191154,14.10463581085205,13.670207214355468,-0.019165189898476
2021-02-12,15.007795360880673,15.24836885971314,14.73356597486961,14.919294357299805,374756000,-0.019165189898476,0.0219691531368617,0.030287325323050594,0.015576394140978772,0.022862273951815115,14.42104606628418,13.889565372467041,0.0243644444690826
2021-02-16,15.022005252212074,15.329391251477391,14.908075461379754,15.287259101867676,321960000,0.0243644444690826,0.019211142789288198,0.03382151351543321,0.014130291290381661,0.024673234995997245,14.694327545166015,14.08616247177124,-0.0280641300589814
2021-02-17,15.128455897288584,15.180809395697596,14.738552573585007,14.8641996383667,274756000,-0.0280641300589814,0.01198246055188422,0.025668306800656876,0.014681203119279548,0.024851321504439503,14.872127151489257,14.29490041732788,-0.0051790331840614
2021-02-18,14.687696501315877,14.83154190660509,14.5341280721423,14.787416458129885,233868000,-0.0051790331840614,0.008815513795165918,0.030011729147872333,0.009487918741025888,0.027951038056127676,15.00031681060791,14.429446983337403,0.0065534677734312
