date,open,high,low,close,volume
2022-05-31,18.923452187686586,19.142797955948797,18.29532999144944,18.61637115478516,664100000
2022-06-01,18.668214653926945,18.99623300147652,18.06800706571725,18.265417098999023,544514000
2022-06-02,18.237500543404728,19.56054653843792,18.14378074438324,19.533626556396484,648656000
2022-06-03,19.025153323128656,19.274408545234422,18.46682025641192,18.664230346679688,598779000
2022-06-06,19.081980946985432,19.27939101888304,18.508693228823383,18.73003196716309,422406000
2022-06-07,18.416965795176733,18.9433925831492,18.13381153154524,18.869613647460938,388914000
2022-06-08,18.74695362356912,19.12689931949138,18.4836845843309,18.59637260437012,363252000
2022-06-09,18.429833350813585,18.880581583160357,17.991051027241866,17.998031616210938,395574000
2022-06-10,17.551277974686933,17.648009569524117,16.82230071773937,16.927011489868164,465248000
2022-06-13,15.95570299606834,16.266839478389468,15.562793756532251,15.603680610656738,604153000
2022-06-14,15.687446432401757,16.021518975223227,15.369329385877796,15.792156219482422,469680000
2022-06-15,16.050441789659057,16.82130252550863,15.88190997775459,16.481246948242188,563936000
2022-06-16,15.816090696879078,15.897864407425716,15.358361819515215,15.55780792236328,545749000
2022-06-17,15.60467861906416,15.95071807890091,15.285564836382378,15.836036682128906,630334000
2022-06-21,16.429386318006205,16.960909651002094,16.36157379723121,16.52013397216797,483089000
2022-06-22,16.181077014713374,16.61587073985761,16.135204840649315,16.314706802368164,437135000
2022-06-23,16.473267119438244,16.53908438669256,15.80911149125112,16.180082321166992,463680000
2022-06-24,16.454318352824092,17.09254584996885,16.26484385133375,17.078584671020508,472153000
2022-06-27,17.26407044859053,17.282020263994987,16.579968879448046,16.822296142578125,427968000
2022-06-28,16.85321143493184,17.154375384027293,15.90085545872729,15.937753677368164,461149000
2022-06-29,15.770218251263673,15.776201206281394,15.128001145361374,15.498970985412598,482352000
2022-06-30,15.318471504237966,15.523901498559498,14.820853441865893,15.11703109741211,686070000
2022-07-01,14.857751323588166,15.021296837715989,14.352155016267275,14.482791900634766,577610000
2022-07-05,14.135755105271844,14.929550817854716,14.016087452919178,14.92257022857666,651397000
2022-07-06,14.968445164272264,15.276589715480243,14.748056331462374,15.088112831115724,529066000
2022-07-07,15.413208995404638,15.900854523259024,15.346394102933196,15.814095497131348,492903000
2022-07-08,15.38727997097478,15.992599747893234,15.346393120597432,15.794150352478027,467972000
2022-07-11,15.483016286395417,15.484013921133512,14.996367398257068,15.110052108764648,437321000
2022-07-12,15.225729017833062,15.388277846313349,14.835811736826283,15.040244102478027,458483000
2022-07-13,14.549605743927154,15.33243221201758,14.424951823504246,15.122015953063965,521918000
2022-07-14,15.06617297485196,15.430162236147307,14.687224899011335,15.329442024230955,456235000
2022-07-15,15.615649224275272,15.73830789834776,15.402240972789158,15.718363761901855,385935000
2022-07-18,16.256868850127862,16.850220940420993,15.957700144549596,16.056425094604492,670517000
2022-07-19,16.440356240924725,17.062629156569145,16.127226415976143,16.944955825805664,702366000
2022-07-20,16.90008038178597,17.883350564875844,16.754484694338107,17.75769805908203,760538000
2022-07-21,17.835482614701714,18.093764403863,17.49642380939711,18.000024795532227,557049000
2022-07-22,17.843459684574043,17.91725420891557,17.089552288201755,17.27104949951172,536671000
2022-07-25,16.971880453577725,17.076591197104143,16.602905897371375,16.97686767578125,480748000
2022-07-26,16.84223788619785,16.872155507315675,16.43237655784187,16.487224578857422,397865000
2022-07-27,16.984844729606653,17.886343144331377,16.866174710818715,17.740747451782227,569776000
2022-07-28,17.925235866496404,18.08977806825293,17.39171718778261,17.9342098236084,474646000
2022-07-29,17.763681512135797,18.19348797443547,17.643016231379985,18.112712860107425,435460000
2022-08-01,18.131658489520134,18.7938215256265,17.94019064521122,18.389942169189453,476469000
2022-08-02,18.07182959440469,18.885570510659186,18.04191196365017,18.47471046447754,489527000
2022-08-03,18.1336539858444,18.91548372116721,18.086783232155422,18.84069061279297,418146000
2022-08-04,18.796818231509185,19.220640875313578,18.708063924460507,19.16180419921875,409652000
2022-08-05,18.75792468015069,19.17576531807126,18.61432423658541,18.936429977416992,386068000
2022-08-08,17.453543487866224,18.188502488777345,17.19426311465401,17.743736267089844,981859000
2022-08-09,17.20423899397108,17.398698836090517,16.677700873007122,17.038698196411133,668263000
2022-08-10,17.648996771606633,18.06783392889894,17.269051187718425,18.04689216613769,597422000
2022-08-11,18.08080418195532,18.65520971795895,17.82650909360647,17.89232635498047,509327000
2022-08-12,18.10972194522689,18.666177625548745,17.903294316475968,18.657201766967773,478094000
2022-08-15,18.649226086629287,19.110943606719005,18.56147037086015,18.97930908203125,457666000
2022-08-16,18.867619490970508,19.089004999072056,18.449778881107083,18.826732635498047,451240000
2022-08-17,18.47171611346851,18.636258289146177,18.09476242280792,18.28423500061035,446799000
2022-08-18,18.250332132443727,18.8127698107228,18.13265879882492,18.721025466918945,415447000
2022-08-19,18.35504247700877,18.468727183536902,17.72080358497965,17.799585342407227,441588000
2022-08-22,17.441574209966397,17.509386725743322,16.919024871308032,16.98683738708496,409593000
2022-08-23,16.941968295162376,17.416650378436234,16.923019890108804,17.13343620300293,369986000
2022-08-24,16.964904394732812,17.35781467913653,16.848229612549492,17.17432403564453,522661000
2022-08-25,16.797362880591006,17.897309578124734,16.7863936564912,17.8634033203125,770691000
2022-08-26,17.807557483692953,17.874371409562567,16.192042139496785,16.21497917175293,769127000
2022-08-29,15.97564814658675,16.29276663412164,15.723348333249264,15.757253646850586,496132000
2022-08-30,15.915813141555711,15.994593942634191,15.13996723606161,15.425175666809082,530181000
2022-08-31,15.3414069074727,15.496975134961382,14.917583393679934,15.052209854125977,573710000
2022-09-01,14.1696599474045,14.340186988303111,13.233260527452885,13.89841365814209,1178865000
2022-09-02,14.060963550220944,14.131766129658756,13.55337197606146,13.609217643737791,743157000
2022-09-06,13.692984371926862,13.740851814141765,13.314036323816168,13.42772102355957,535751000
2022-09-07,13.529468012385438,13.803788702525829,13.313004492414724,13.680094718933104,512657000
2022-09-08,13.425725497360691,13.973368965250524,13.335948799799713,13.95541286468506,624873000
2022-09-09,14.12199809219945,14.43821473558163,14.09107555033519,14.35142993927002,486612000
2022-09-12,14.333475654409431,14.511035078989412,14.16289794182431,14.469139099121094,484159000
2022-09-13,13.767879095556324,13.887582320478687,13.06661696561573,13.09853744506836,714956000
2022-09-14,13.22123276604588,13.25714401689083,12.881076192438004,13.095544815063477,588507000
2022-09-15,12.98282342279408,13.200283922132009,12.758379308646864,12.897035598754885,523625000
2022-09-16,12.710497968812046,13.179336268504516,12.585807002502516,13.16537094116211,670751000
2022-09-19,12.97983183509863,13.429717086609914,12.977836924096026,13.348917007446287,569685000
2022-09-20,13.182330035591836,13.449667136036725,13.024720650726076,13.143425941467283,524818000
2022-09-21,13.180335452104885,13.99631305335464,13.07758944681726,13.228216171264648,807679000
2022-09-22,13.037686800354493,13.116491960905076,12.397274767166287,12.529945373535156,759162000
2022-09-23,12.38929449653901,12.579822277960686,12.22669736982,12.48505687713623,663309000
2022-09-26,12.460119453590892,12.627704338358164,12.183803837251508,12.197769165039062,547343000
2022-09-27,12.476078329732838,12.704512253671364,12.22769434741233,12.38231086730957,553854000
2022-09-28,12.379321147074725,12.791300278328476,12.323459827939772,12.70451545715332,542414000
2022-09-29,12.417224823009532,12.469096309319497,11.916466059827378,12.189788818359377,532763000
2022-09-30,12.057118225117197,12.60176887493644,12.045147807986924,12.108989715576172,565638000
2022-10-03,12.316476553047927,12.646658600455844,12.075074233627726,12.48106861114502,547478000
2022-10-04,12.847157146808676,13.187314600093046,12.847157146808676,13.134445190429688,584182000
2022-10-05,12.87908032737509,13.2880665303076,12.58979733374113,13.176342964172363,507131000
2022-10-06,13.187316594180706,13.62223854641482,13.070605273695971,13.097538948059082,644157000
2022-10-07,12.474085736672928,12.638677792000106,11.992279988471251,12.046146392822266,672478000
2022-10-10,12.007239883816968,12.094024681790136,11.379795288609536,11.64114761352539,698699000
2022-10-11,11.532419973360271,11.816715273902876,11.255107337706312,11.557358741760254,667482000
2022-10-12,11.550373264718909,11.705986765590792,11.31695158643632,11.47156810760498,492590000
2022-10-13,10.943877022867374,12.048140628446744,10.786267640804748,11.930432319641112,850103000
2022-10-14,12.027192471424224,12.081058872016744,11.176301596444594,11.199244499206545,713432000
2022-10-17,11.48952497727775,11.918462240438943,11.48852799742512,11.858610153198242,580774000
2022-10-18,12.313482956867912,12.461116834509994,11.589277945577948,11.93741512298584,659362000
2022-10-19,11.849631206949502,12.3194674213086,11.804742384541736,12.02120590209961,523131000
2022-10-20,12.083052622860915,12.737430913529549,12.07507202855851,12.16385269165039,652398000
2022-10-21,12.068089492311048,12.46710113661728,11.857611660936854,12.435179710388184,609494000
